clean_tweet,class
i spent my whole th lookin for my hoes.. missed the fireworks and all before i realized i didnt have any hoes.. allbad,1
he married to a white woman... lucky sumbitch uncle ruckus,1
run out with the baldhead bitch thing....,1
i grew to hate blonde and primary colored weaves but that wouldnt stop me from requesting some good mouthwork.,2
anybody on the team has permission to fuck my bitch,1
how u going to talk shit from another state thats dat pussy shit,1
rt this niggah was tripping over everybody,1
me too tyler it just makes me think that theyre lil nigger baby hoodrats.,0
what did i prove for you? that youre blissfully ignorant? group thinker? political chump and race traitor?,2
sup fat bitch,1
i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they body dontgetit,1
pornandroidiphoneipadsexxxx smalltits small tits ghetto whore fucking with not her stepdad,1
so excited for this white trash bash party tonight,1
prolly sum hoe tryna get in the hurricane free rt who sent that nigga to twitter tho,1
sure wish my nose would stop dripping.....this sick shit is for the birds,1
rt only real niggas know no matter how hungry you are you better let these bitches cool off!,1
how the hell was david murphys hit not a home run?! clearly over the yellow line. another umpire mess up.... smh,2
i wish i wish i wish i wish i wish i wish a bitch would.. cept she already did gonna have to handle this,1
all it take is for one bitch to open her mouth and niggas start fuckin up.,1
trash,2
go to sleep bitch,1
rt in the future gay culture will be considered cool by americas teens and instead of wiggers there will be straggots.,0
rihanna must got the holy grail of pussy,1
omg her nips,1
rt i guess my confessions trash because none of them got posted famu,2
where all the nd string bitches at?,1
i really just did some hoe shyt but just so u know im only a hoe for mr.,1
you think america has crooked laws?women in other countries get executed in the street for shoning.you american hoes wouldnt make it.,1
hoe ass nigga,0
rt black girls hoes cause they fuck niggas for money revenge and dumb shit like that,1
for about the last hour of getting my stomach tattooed i felt like i was going to puke. god damnit pussy,1
country boy hick lyfe white tee rebel flag,2
these people at jury selection are retarded,1
rt listen to charlie daniels speak the truth amp then enlist in the u.s. freedom army at,2
home to chicken and penne alfredo and oreos and banjo,2
rt female ig models in person be so trash,2
peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash!!?,2
all racist ntx trash w all hate to see this particular man in wh n not the butler,0
rt school admins take hungry kids lunch amp throw in trash because their lunch funds arent paid up. thatll teach em!,2
rt back in the day when drake was aubreyjimmy and he made that song with his bitch girlfriend i said he was gonna be a rappe,1
you should make me brownies!,2
hes like something year old talking back to my mom amp taking my uncles truck without permission like bitch you need to fucken relax !,1
and when bitches be like me and him against the world! bitch dont nobody even know yall together nobody hating.,1
rt huh man hes gna drown in the pussy for real,1
let me make a couple tweets off cuzzo page so i wont get in twitter jail.lmao bitch dont trick me again,1
rt mcnair had brisket sizzlin on the grill when his side hoe laid the uzi game down,1
thanksgiving break bitches!,1
rt when you realize bae is a hoe,1
rt my girl told me she was on her period i immediately power bombed her hoe ass,1
niggas will call a female a hoe or thot then mins later go to and thirst over a porn star,1
every slant in losangeles should be deported. those scum have no right to be here. chinatown should be bulldozed.,0
rt why black women say im gon get me a white man like white guys not dogging bitches too. yall so dumb,1
this recipe calls for a leftover brownie. what the hell is a leftover brownie? thats just a brownie you havent eaten yet.,2
rt doing nothing as an agenda. unbelievable that the dems failed to use that against the teabaggers.,2
rt my boyfriend isnt allowed to give a girl his jacket. that hoe knows damn well what channel the weather is on she cou,1
ugly fucking nigger baby. thought it was a gorilla at first.,0
yaoooooooo mawnin yardies!,2
jus tired to tell a nicca young thug was gah yesterday nicca aint believe me,1
rt rt im pretty sure my future ex boyfriend is on here slidin in another bitch dms...but im patient,1
come wage with us fag,0
im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that,1
oh now your bitch ass wants to reply back after days bitch bye,1
haha bitch,1
money doesnt make me happy one bit. money makes me feel more comfortable if anything. i can get pussy being dead ass broke tho tbh,1
rt youre a pussy,1
even these pretty bitches mad self conscious if that instagram pic dont get enuff love it gets takendown,1
all this spaceship shit is retarded.,1
white men in pick up trucks screaming nigger and my coach got the nerve to get mad i missed the free throw,0
rt twitter hoes just different bitches want to text or dm all day. hoe im trying to fuck something...,1
niggas spend just to look good for a bitch they wouldnt even buy cent burger for,1
it gets me mad when a mexicans go against mexico like wtf support your team bitch,1
drop dead gorgeous a bitch aint dying for a nigga,1
i hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch i fuc wit lol smh,1
this is great rt loser amp coward grabbed my iphone and threw it in the street. hes a pussy.,1
its friday bitches,1
girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,1
i dont take people niggas bitches dont play about they niggas specially they baby daddies no bs,1
that bitch is goin off off off!!!,1
rt she killed that bitch,1
no one goes into psychiatry to help people. those people are all immoral. everyone who works in that field is pure trash.,0
rt i love cripples! look at all these fucking cripples! goddamit im a people person!,0
sitting here talking about what u would do or gonna do thats something my bitch does,1
tyra banks still getting paid for these americas next top model re runs this bitch so bossy,1
charlie bit me,2
every chick say that she a bad bitch.,1
sucks to suck bitch.,1
im too nice to people but when i finally decide to say something im a bitch . wonderful .,1
lmfao u sloth trinidad james with a relaxer lookin ass bitch i hate niggers imma start talking to white boys.,1
scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend... ill kill you bitch,1
wifey means the pussy good right now but you gotta go in months.basically,1
im about too put sooooo much nut in my fucking mouth and gts frfr bitch yu nasty,1
rt cant be letting them messy hoes mess with yo business...,1
that kids a fag,1
rt rt for the real niggas fav for the bitch niggas,1
rt yall some bitches,1
rt smash into windshields? rt the birds do it. the bees do it. coors light drinkers do it. you know what wer,2
i love you my nigguh but your a grown ass man,1
never been a bitch!,1
we agree... do you? fuck yes i do! send those illegal wetbacks home!!!,0
ill do that if you agree to take your ethiopian starvin looking nigger ass back to africa. buyfoodlittleguy,0
lesbians all be like yoho and scissor me timbers!,1
up and let the heat pop bitch,1
rt its knives bitch,1
he called the kidd a pussy or something,1
rt keys open doors when them keys is albino,2
nicca n dis bitch playin games on his phone,1
is this flappy bird shit a joke or........... on the real tho,1
right in the pussy,1
youre saying zebras are goth?,2
trippy hoes,1
bitches need guidance. lol,1
first the white bitch wanna ask extra questions amp shit... amp be a lil bitch about everything with her skinny ass!,1
snoop with the hoes,1
rt ok i gotta cut this carl thomas album off b i call my ex amp say fuck u u ruthless bitch. lol,1
you gotta be like me n the twins just chug it all before everyone,2
tx trash your show was a disgrace this am engaging w disrespecting the president,2
these bitches love sosa,1
rt bae will always be bae . even when bae is not bae thats still bae . therefore you hoes can move around please,1
rt my mother be on some trash man i ask her everyday you need want some money? she say naw im good! but come payday,2
rt the day i have clear skin will be the day im the happiest cockiest bitch alive,1
i got . of rain yesterday including the bird shit in my gauge.,1
rt aye stfu you dyke lookin bitch im pretty sure you have a bigger dick than your boyfriend,1
rt kayci and i greet each other by saying hey cunt like it makes me lol the only person okay with me cal,1
lmaoooo rt his sister probably got the pussy that night rt neverforget,1
rt i dont understand how so many americans can hate on obama for saluting with a latte. nobody tells these swagfags anything abo,1
